"filename", "language", "Python", "comment", "blank", "total"
"c:\Users\adamo\Documents\GitHub\Omega\src\main.py", "Python", 23, 0, 0, 23
"c:\Users\adamo\Documents\GitHub\Omega\src\quiz.py", "Python", -5, 0, -2, -7
"c:\Users\adamo\Documents\GitHub\Omega\src\quizGUI.py", "Python", 31, 0, 4, 35
"c:\Users\adamo\Documents\GitHub\Omega\src\quizUI.py", "Python", 13, 0, 0, 13
"Total", "-", 62, 0, 2, 64
