"filename", "language", "Python", "comment", "blank", "total"
"c:\Users\adamo\Documents\GitHub\Omega\src\main.py", "Python", 0, 0, -1, -1
"c:\Users\adamo\Documents\GitHub\Omega\src\math_tests.py", "Python", 0, -1, -1, -2
"c:\Users\adamo\Documents\GitHub\Omega\src\math_testsGUI.py", "Python", 9, -1, -1, 7
"c:\Users\adamo\Documents\GitHub\Omega\src\math_testsUI.py", "Python", -2, -1, -2, -5
"Total", "-", 7, -3, -5, -1
