"filename", "language", "Python", "comment", "blank", "total"
"c:\Users\adamo\Documents\GitHub\Omega\src\compressionGUI.py", "Python", 8, 2, 9, 19
"c:\Users\adamo\Documents\GitHub\Omega\src\compressionUI.py", "Python", 89, 11, 20, 120
"c:\Users\adamo\Documents\GitHub\Omega\src\main.py", "Python", -19, 3, -1, -17
"c:\Users\adamo\Documents\GitHub\Omega\src\user_interface.py", "Python", -60, -1, -8, -69
"Total", "-", 18, 15, 20, 53
