"filename", "language", "Python", "comment", "blank", "total"
"c:\Users\adamo\Documents\GitHub\Omega\src\work_with_files.py", "Python", 118, 0, 10, 128
"c:\Users\adamo\Documents\GitHub\Omega\src\work_with_filesGUI.py", "Python", 81, 4, 17, 102
"c:\Users\adamo\Documents\GitHub\Omega\src\work_with_filesUI.py", "Python", 50, 0, 6, 56
"Total", "-", 249, 4, 33, 286
