"filename", "language", "Python", "comment", "blank", "total"
"c:\Users\adamo\Documents\GitHub\Omega\src\game_text.py", "Python", 300, 23, 48, 371
"c:\Users\adamo\Documents\GitHub\Omega\src\todolist.py", "Python", 4, 0, 0, 4
"Total", "-", 304, 23, 48, 375
