"filename", "language", "Python", "comment", "blank", "total"
"c:\Users\adamo\Documents\GitHub\Omega\src\guideGUI.py", "Python", 69, 0, 20, 89
"c:\Users\adamo\Documents\GitHub\Omega\src\guideUI.py", "Python", -3, -2, -1, -6
"c:\Users\adamo\Documents\GitHub\Omega\src\main.py", "Python", 35, 0, 0, 35
"Total", "-", 101, -2, 19, 118
