"filename", "language", "Python", "comment", "blank", "total"
"c:\Users\adamo\Documents\GitHub\Omega\src\main.py", "Python", 40, -1, 2, 41
"c:\Users\adamo\Documents\GitHub\Omega\src\todolistGUI.py", "Python", 9, 0, 0, 9
"c:\Users\adamo\Documents\GitHub\Omega\src\todolistUI.py", "Python", 10, 0, 2, 12
"Total", "-", 59, -1, 4, 62
